gene_oid,Locus Tag,Gene Product Name,Genome ID,Genome Name,Gene Symbol,GenBank Accession,Chromosome,Start Coord,End Coord,Strand,DNA Sequence Length (bp),Amino Acid Sequence Length (aa),Locus Type,Is Pseudogene,Is Obsolete,Is Partial Gene,Add Date,Is Public,Transmembrane Helices,Signal Peptides,Scaffold ID,Scaffold External Accession,Scaffold Name,Scaffold Length (bp),Scaffold GC %,Scaffold Read Depth,COG,Pfam,Tigrfam,Enzyme,KO,IMG Term,Alt. Contact Email,Alt. Contact Name,Alt2. Contact Emails (GOLD),Alt2. Contact Names (GOLD),Altitude In Meters,Biotic Relationships,Cell Arrangement,Cell Shape,Chlorophyll concentration,Clade,Contact Email,Contact Name,Culture Type,Cultured,Depth In Meters,Diseases,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Ecotype,Energy Source,Funding Program,Funding Year,Geographic Location,GOLD Sequencing Depth,GOLD Sequencing Quality,GOLD Sequencing Strategy,GPTS Proposal ID,Gram Staining,Habitat,HMP ID,Host Gender,Host Name,Is Published,Isolation,Isolation Country,ITS Proposal ID,ITS SP ID,Latitude,Longhurst Code,Longhurst Description,Longitude,Medical Record Number,Metabolism,Motility,NCBI Bioproject Accession,NCBI Biosample Accession,Nitrate Concentration,Oxygen concentration,Oxygen Requirement,pH,Phenotype,PMO Project ID,Pressure,Project / Study Name,Proportal Isolation,Proportal Ocean,Proportal Station,Proportal WOA Dissolved Oxygen,Proportal WOA Nitrate,Proportal WOA Phosphate,Proportal WOA Salinity,Proportal WOA Silicate,Proportal WOA Temperature,Pubmed ID,Relevance,Salinity,Salinity Concentration,Sample Body Site,Sample Body Subsite,Sample Collection Date ,Sample Collection Temperature,Seq Status,Sequencing Method,Specific Ecosystem,Sporulation,Temperature Range,Type Strain,Uncultured Type,Visits,is_ca,is_dab1
2695517688,Ga0106721_11952,hypothetical protein,2695420326,Staphylococcus aureus NRS484 GCA_001019395.1,,,,1016712,1019417,+,2706,901,CDS,No,No,,9/17/16,Yes,,,2695422742,Ga0106721_11,Staphylococcus aureus NRS484 : Ga0106721_11,2818259.0,0.33,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,_,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,_,No,wound,_,_,_,_,_,_,_,_,_,_,PRJNA231221,SAMN03255459,_,_,_,_,_,_,_,Staphylococcus aureus NRS484,_,_,_,_,_,_,_,_,_,_,Medical,_,_,_,_,_,_,Complete,"PacBio RS, Illumina",_,_,_,_,_,_,False,True
2825762634,Ga0226230_486,hypothetical protein,2825762150,Staphylococcus saprophyticus FDAARGOS_336,,,,417380,420034,-,2655,884,CDS,No,No,,5/29/19,Yes,,,2825762151,Ga0226230_02,Ga0226230_02 : Staphylococcus saprophyticus FDAARGOS_336,2578289.0,0.33,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,Host-associated,Human,_,Excretory system,_,_,_,_,USA: Washington DC,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,Homo sapiens,No,Urine clean catch,USA,_,_,_,_,_,_,_,_,_,PRJNA231221,SAMN06173349,_,_,_,_,_,_,_,Staphylococcus saprophyticus FDAARGOS_336,_,_,_,_,_,_,_,_,_,_,Medical,_,_,_,_,_,_,Complete,PacBio RS,_,_,_,_,_,_,False,True
2689294422,Ga0123594_11436,hypothetical protein,2687453565,Staphylococcus aureus 33b_MRSA,,,,479176,481881,+,2706,901,CDS,No,No,,7/27/16,Yes,,,2687454346,Ga0123594_11,Staphylococcus aureus 33b_MRSA : Ga0123594_11,2872764.0,0.33,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,_,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,_,No,_,_,_,_,_,_,_,_,_,_,_,PRJNA268517,SAMN03251894,_,_,_,_,_,_,_,Staphylococcus aureus 33b_MRSA,_,_,_,_,_,_,_,_,_,_,Medical,_,_,_,_,_,_,Complete,Illumina,_,_,_,_,_,_,False,True
2723308049,Ga0175249_12465,hypothetical protein,2721755624,Staphylococcus aureus NCCP 14562,,,,504505,507210,+,2706,901,CDS,No,No,,3/23/17,Yes,,,2721801148,Ga0175249_12,Staphylococcus aureus NCCP 14562 : Ga0175249_12,2910941.0,0.33,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,Host-associated,Human,Blood,Circulatory system,_,_,_,_,South Korea: Cheonju,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,Homo sapiens,No,_,South Korea,_,_,36.63,_,_,127.32,_,_,_,PRJNA300829,SAMN03955396,_,_,_,_,_,_,_,Staphylococcus aureus NCCP 14562,_,_,_,_,_,_,_,_,_,_,Medical,_,_,_,_,_,_,Complete,PacBio RS II,_,_,_,_,_,_,False,True
2723225628,Ga0175875_11436,hypothetical protein,2721755602,Staphylococcus aureus ATCC BAA1680 31b,,,,479176,481881,+,2706,901,CDS,No,No,,3/23/17,Yes,,,2721801118,Ga0175875_11,Staphylococcus aureus ATCC BAA1680 31b : Ga0175875_11,2872779.0,0.33,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,_,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,_,No,_,_,_,_,_,_,_,_,_,_,_,PRJNA268517,SAMN03251898,_,_,_,_,_,_,_,Staphylococcus aureus ATCC BAA1680 31b,_,_,_,_,_,_,_,_,_,_,Medical,_,_,_,_,_,_,Complete,Illumina,_,_,_,_,_,_,False,True
2511771611,TC41_0729,hypothetical protein,2511231141,Alicyclobacillus acidocaldarius acidocaldarius Tc-4-1,,,,739343,740272,+,930,309,CDS,No,No,,2/28/12,Yes,,1.0,2511244561,CP002902,Alicyclobacillus acidocaldarius acidocaldarius Tc-4-1 : CP002902,3124048.0,0.62,1.0,,pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,NCKyrpides@lbl.gov,Nikos Kyrpides,nckyrpides@lbl.gov; husn@big.ac.cn,Nikos Kyrpides; Songnian Hu,_,Free living,_,Rod-shaped,_,_,husn@big.ac.cn,Songnian Hu,Isolate,Yes,_,_,Environmental,Aquatic,Unclassified,Thermal springs,_,_,_,_,"Tengchong, China",_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,"Aquatic, Hot spring",_,_,_,Yes,"hot spring in Tengchong, Yunnan, China",China,_,_,25.07,_,_,98.5,_,_,_,PRJNA68273,_,_,_,Aerobe,_,Acidophile,_,_,Alicyclobacillus acidocaldarius acidocaldarius Tc-4-1,_,_,_,_,_,_,_,_,_,21914900,Biotechnological,_,_,_,_,_,_,Complete,454 GS FLX,Unclassified,Sporulating,Thermophile,Unknown,_,_,False,True
2718605043,Ga0175897_11448,hypothetical protein,2718217718,Staphylococcus aureus aureus 2148.CO1,,,,455359,458064,+,2706,901,CDS,No,No,,3/9/17,Yes,,,2718227824,Ga0175897_11,Staphylococcus aureus aureus 2148.CO1 : Ga0175897_11,2855575.0,0.33,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,Host-associated,Human,_,_,_,_,_,_,"USA: Ft. Benning, Georgia",_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,Homo sapiens,No,purulent absess from military trainee,USA,_,_,32.3913,_,_,-84.8229,_,_,_,PRJNA321118,SAMN04966147,_,_,_,_,_,_,_,Staphylococcus aureus aureus 2148.CO1,_,_,_,_,_,_,_,_,_,_,Medical,_,_,_,_,_,_,Complete,PacBio RS,_,_,_,_,_,_,False,True
648259371,SAA6159_00404,conserved hypothetical protein,648231717,Staphylococcus aureus aureus JKD6159,,ADL22361,,455788,458493,+,2706,901,CDS,No,No,,10/29/10,Yes,,,648231718,CP002114,Staphylococcus aureus subsp. aureus JKD6159: CP002114,2811435.0,0.33,,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,Ioanna.Pagani@thermofisher.com,Ioanna Pagani,ipagani@lbl.gov; tstinear@unimelb.edu.au,Ionna Pagani; Timothy P. Stinear,_,Free living,"Clusters, Singles",Coccus-shaped,_,_,tstinear@unimelb.edu.au,Timothy P. Stinear,Isolate,Yes,_,"Endocarditis, Mastitis, Meningitis, Phlebitis, Pneumonia, Septicemia",Host-associated,Human,Unclassified,Unclassified,_,Heterotroph,_,_,_,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,Host,_,_,Homo sapiens,Yes,clinical isolate,Australia,_,_,_,_,_,_,_,_,Nonmotile,PRJNA50759,SAMN02604217,_,_,Facultative,_,Pathogen,_,_,Staphylococcus aureus aureus JKD6159,_,_,_,_,_,_,_,_,_,20729356,"Human Pathogen, Medical",_,_,Skin,_,_,_,Complete,_,_,Nonsporulating,Mesophile,Unknown,_,_,False,True
2813732265,Ga0325180_11966,hypothetical protein,2811995293,Acidithiobacillus caldus MTH-04,,,,936518,938923,+,2406,801,CDS,No,No,,12/5/18,Yes,,,2812086136,Ga0325180_11,Acidithiobacillus caldus MTH-04 : Ga0325180_11,2752116.0,0.62,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,Environmental,Aquatic,_,Freshwater,_,_,_,_,"China: Tenchong area, Yunnan province",_,Level 6: Finished,Whole Genome Sequencing,_,_,_,_,_,_,No,spring,China,_,_,_,_,_,_,_,_,_,PRJNA318365,SAMN04849265,_,_,_,_,_,_,_,Acidithiobacillus caldus MTH-04,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Complete,"454, Illumina HiSeq",_,_,_,_,_,_,False,True
2597881462,Ga0046437_00423,hypothetical protein,2597489892,Staphylococcus aureus aureus MSHR1132,,,,450850,453561,+,2712,903,CDS,No,No,,12/9/14,Yes,,,2597516466,Ga0046437_gi356871517.2,Staphylococcus aureus aureus MSHR1132 : Ga0046437_gi356871517.2,2762785.0,0.32,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,NCKyrpides@lbl.gov,Nikos Kyrpides,phil.giffard@menzies.edu.au; nckyrpides@lbl.gov,Philip M. Giffard; Nikos Kyrpides,_,_,_,_,_,_,phil.giffard@menzies.edu.au,Philip M. Giffard,Isolate,Yes,_,_,Host-associated,Human,Blood,Circulatory system,_,_,_,_,"Darwin, Northern Territory, Australia",_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,Host,_,_,Homo sapiens,Yes,"blood culture of an indigenous woman with necrotizing fasciitis at the Royal Darwin Hospital (RDH), Darwin, Northern Territory, Australia",Australia,_,_,-12.346,_,_,130.881,_,_,_,PRJEA62885,_,_,_,_,_,_,_,_,Staphylococcus aureus aureus MSHR1132,_,_,_,_,_,_,_,_,_,21813488,Medical,_,_,Blood,_,_,_,Complete,"454, Sanger",Unclassified,_,_,Unknown,_,_,False,True
2687523136,Ga0125125_11404,hypothetical protein,2687453116,Staphylococcus aureus FORC_012,,,,449292,451997,+,2706,901,CDS,No,No,,7/27/16,Yes,,,2687453509,Ga0125125_11,Staphylococcus aureus FORC_012 : Ga0125125_11,2815416.0,0.33,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,_,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,_,No,Sputum,South Korea,_,_,37.53,_,_,126.96,_,_,_,PRJNA277068,SAMN03387935,_,_,_,_,_,_,_,Staphylococcus aureus FORC_012,_,_,_,_,_,_,_,_,_,_,Agricultural,_,_,_,_,_,_,Complete,"PacBio RS, Illumina",_,_,_,_,_,_,False,True
2689398058,Ga0133389_113239,hypothetical protein,2687453591,Anoxybacillus sp. B2M1,,,,3186509,3189124,-,2616,871,CDS,No,No,,7/27/16,Yes,,,2687454400,Ga0133389_11,Anoxybacillus sp. B2M1 : Ga0133389_11,3819480.0,0.43,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,Germany: Bruschal,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,_,No,Geothermal Isolate,Germany,_,_,_,_,_,_,_,_,_,PRJNA314078,SAMN04528779,_,_,_,_,_,_,_,Anoxybacillus sp. B2M1,_,_,_,_,_,_,_,_,_,_,Environmental,_,_,_,_,_,_,Complete,PacBio RS,_,_,_,_,_,_,False,True
637166735,SERP0085,hypothetical protein,637000282,Staphylococcus epidermidis RP62A,,YP_187682,,71658,74225,+,2568,855,CDS,No,No,,10/2/06,Yes,,,637000098,NC_002976,Staphylococcus epidermidis RP62A: NC_002976,2616530.0,0.32,,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,NCKyrpides@lbl.gov,Nikos Kyrpides,srgill@tigr.org; nckyrpides@lbl.gov,Gill SR; Nikos Kyrpides,_,Free living,"Clusters, Pairs, Singles",Coccus-shaped,_,_,srgill@tigr.org,Gill SR,Isolate,Yes,_,"Nosocomial infection, Septicemia, Staphylococcal scarlet fever, Toxic-shock syndrome",Host-associated,Human,Unclassified,Unclassified,_,_,_,_,"Memphis, Tennessee",14.94x,Level 6: Finished,Whole Genome Sequencing,_,Gram+,Host,_,_,Homo sapiens,Yes,Patient with intravascular catheter-associated sepsis,USA,_,_,35.12,_,_,-90,_,_,Nonmotile,PRJNA64,SAMN02603975,_,_,Facultative,_,"Meticillin resistant, Pathogen",_,_,Staphylococcus epidermidis RP62A,_,_,_,_,_,_,_,_,_,15774886,"Human Pathogen, Medical",_,_,_,_,_,_,Complete,_,Unclassified,Nonsporulating,Mesophile,No,_,_,False,True
2719032682,Ga0175520_112415,hypothetical protein,2718217847,Staphylococcus lugdunensis FDAARGOS_141,,,,2475587,2478157,-,2571,856,CDS,No,No,,3/9/17,Yes,,,2718228055,Ga0175520_11,Staphylococcus lugdunensis FDAARGOS_141 : Ga0175520_11,2571829.0,0.34,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,Host-associated,Human,_,Skin,_,_,_,_,USA: Washington DC,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,Homo sapiens,No,Right elbow swab,USA,_,_,_,_,_,_,_,_,_,PRJNA231221,SAMN03996285,_,_,_,_,_,_,_,Staphylococcus lugdunensis FDAARGOS_141,_,_,_,_,_,_,_,_,_,_,Medical,_,_,Skin,_,_,_,Complete,PacBio RS,_,_,_,_,_,_,False,True
2724120084,Ga0175035_152698,hypothetical protein,2721755825,Staphylococcus equorum C2014,,,,2640383,2643010,-,2628,875,CDS,No,No,,3/23/17,Yes,,,2721801559,Ga0175035_15,Staphylococcus equorum C2014 : Ga0175035_15,2753539.0,0.33,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,Engineered,Food production,_,_,_,_,_,_,South Korea: Suwon,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,_,No,"Saeu-jeotgal, salted fermented food",South Korea,_,_,_,_,_,_,_,_,_,PRJNA306198,SAMN04363544,_,_,_,_,_,_,_,Staphylococcus equorum C2014,_,_,_,_,_,_,_,_,_,_,Agricultural,_,_,_,_,_,_,Complete,"PacBio RS, Illumina",_,_,_,_,_,_,False,True
2695538919,Ga0106722_11824,hypothetical protein,2695420333,Staphylococcus aureus NRS153 GCA_001018845.1,,,,906819,909524,+,2706,901,CDS,No,No,,9/17/16,Yes,,,2695422749,Ga0106722_11,Staphylococcus aureus NRS153 : Ga0106722_11,2881240.0,0.33,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,_,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,_,No,_,_,_,_,_,_,_,_,_,_,_,PRJNA231221,SAMN03255460,_,_,_,_,_,_,_,Staphylococcus aureus NRS153,_,_,_,_,_,_,_,_,_,_,Medical,_,_,_,_,_,_,Complete,"PacBio RS, Illumina",_,_,_,_,_,_,False,True
2663824551,Ga0106741_111845,hypothetical protein,2663762615,Staphylococcus aureus HPV107 GCA_001019575.1,,,,1816928,1819633,+,2706,901,CDS,No,No,,4/20/16,Yes,,,2663764509,Ga0106741_11,Staphylococcus aureus HPV107 : Ga0106741_11,2877715.0,0.33,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,_,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,_,No,_,_,_,_,_,_,_,_,_,_,_,PRJNA231221,SAMN03255486,_,_,_,_,_,_,_,Staphylococcus aureus HPV107,_,_,_,_,_,_,_,_,_,_,Medical,_,_,_,_,_,_,Complete,"PacBio RS, Illumina",_,_,_,_,_,_,False,True
2719216681,Ga0175057_11436,hypothetical protein,2718217892,Staphylococcus aureus ATCC BAA1680 26b,,,,479175,481880,+,2706,901,CDS,No,No,,3/9/17,Yes,,,2718228153,Ga0175057_11,Staphylococcus aureus ATCC BAA1680 26b : Ga0175057_11,2872779.0,0.33,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,_,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,_,No,_,_,_,_,_,_,_,_,_,_,_,PRJNA268517,SAMN03251899,_,_,_,_,_,_,_,Staphylococcus aureus ATCC BAA1680 26b,_,_,_,_,_,_,_,_,_,_,Medical,_,_,_,_,_,_,Complete,Illumina,_,_,_,_,_,_,False,True
2688531242,Ga0125231_11484,hypothetical protein,2687453377,Staphylococcus aureus aureus Gv51,,,,518196,520901,+,2706,901,CDS,No,No,,7/27/16,Yes,,,2687453971,Ga0125231_11,Staphylococcus aureus aureus Gv51 : Ga0125231_11,2987124.0,0.33,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,"Brazil: Teresina, PI",_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,_,No,From patient with pneumonia,_,_,_,_,_,_,_,_,_,_,PRJNA288680,SAMN03835466,_,_,_,_,_,_,_,Staphylococcus aureus aureus Gv51,_,_,_,_,_,_,_,_,_,_,Medical,_,_,_,_,_,_,Complete,454,_,_,_,_,_,_,False,True
2527101365,SAI6T6_1003300,hypothetical protein,2526164722,Staphylococcus aureus ST228/18341,,,,448511,451216,+,2706,901,CDS,No,No,,6/10/13,Yes,,,2526185553,HE579069,Staphylococcus aureus ST228/18341 : HE579069,2759473.0,0.33,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,_,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,_,Yes,_,_,_,_,_,_,_,_,_,_,_,PRJEA71353,SAMEA3283124,_,_,_,_,_,_,_,Staphylococcus aureus ST228/18341,_,_,_,_,_,_,_,_,_,22720005,_,_,_,_,_,_,_,Complete,_,_,_,_,Unknown,_,_,False,True
2723716980,Ga0175331_11371,hypothetical protein,2721755719,Staphylococcus argenteus BN75,,,,418527,421238,+,2712,903,CDS,No,No,,3/23/17,Yes,,,2721801341,Ga0175331_11,Staphylococcus argenteus BN75 : Ga0175331_11,2754198.0,0.32,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,Host-associated,Mammals,Large intestine,Digestive system,_,_,_,_,Gabon: Ivindo National Park,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,Gorilla gorilla,No,feces,Gabon,_,_,-0.188833,_,_,12.5592,_,_,_,PRJNA321471,SAMN04994883,_,_,_,_,_,_,_,Staphylococcus argenteus BN75,_,_,_,_,_,_,_,_,_,_,Medical,_,_,_,_,_,_,Complete,Illumina,Fecal,_,_,_,_,_,False,True
2814861247,Ga0264002_12571,hypothetical protein,2814123118,Geobacillus thermoleovorans ID-1,,,,558048,560690,+,2643,880,CDS,No,No,,1/4/19,Yes,,,2814176867,Ga0264002_12,Geobacillus thermoleovorans ID-1 : Ga0264002_12,3674745.0,0.49,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,_,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,_,No,_,_,_,_,_,_,_,_,_,_,_,PRJNA347629,SAMN05893589,_,_,_,_,_,_,_,Geobacillus thermoleovorans ID-1,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Complete,PacBio RS,_,_,_,Unknown,_,_,False,True
2659634731,Ga0105938_14401,hypothetical protein,2657245603,Staphylococcus aureus HUV05,,,,444093,446798,+,2706,901,CDS,No,No,,3/23/16,Yes,,,2657317470,Ga0105938_14,Staphylococcus aureus HUV05 null replaces 80972 : Ga0105938_14,2842022.0,0.33,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,_,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,_,No,_,_,_,_,_,_,_,_,_,_,_,PRJNA246401,SAMN02767311,_,_,_,_,_,_,_,Staphylococcus aureus HUV05,_,_,_,_,_,_,_,_,_,_,Medical,_,_,_,_,_,_,Complete,PacBio RS,_,_,_,_,_,_,False,True
2511771612,TC41_0730,hypothetical protein,2511231141,Alicyclobacillus acidocaldarius acidocaldarius Tc-4-1,,,,740257,740637,+,381,126,CDS,No,No,,2/28/12,Yes,,,2511244561,CP002902,Alicyclobacillus acidocaldarius acidocaldarius Tc-4-1 : CP002902,3124048.0,0.62,1.0,,pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,NCKyrpides@lbl.gov,Nikos Kyrpides,nckyrpides@lbl.gov; husn@big.ac.cn,Nikos Kyrpides; Songnian Hu,_,Free living,_,Rod-shaped,_,_,husn@big.ac.cn,Songnian Hu,Isolate,Yes,_,_,Environmental,Aquatic,Unclassified,Thermal springs,_,_,_,_,"Tengchong, China",_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,"Aquatic, Hot spring",_,_,_,Yes,"hot spring in Tengchong, Yunnan, China",China,_,_,25.07,_,_,98.5,_,_,_,PRJNA68273,_,_,_,Aerobe,_,Acidophile,_,_,Alicyclobacillus acidocaldarius acidocaldarius Tc-4-1,_,_,_,_,_,_,_,_,_,21914900,Biotechnological,_,_,_,_,_,_,Complete,454 GS FLX,Unclassified,Sporulating,Thermophile,Unknown,_,_,False,True
2562390860,A284_11145,hypothetical protein,2561511184,Staphylococcus warneri SG1,,,,2359886,2362459,-,2574,857,CDS,No,No,,3/23/14,Yes,,,2561541619,CP003668,Staphylococcus warneri SG1 : CP003668,2486042.0,0.33,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,jweiner@ualberta.ca,Joel H. Weiner,_,_,_,_,_,_,jweiner@ualberta.ca,Joel H. Weiner,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,_,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,"Host, Skin",_,_,Homo sapiens,Yes,_,_,_,_,_,_,_,_,_,_,_,PRJNA167492,SAMN02604131,_,_,_,_,_,_,_,Staphylococcus warneri SG1,_,_,_,_,_,_,_,_,_,23516183,Industrial,_,_,_,_,_,_,Complete,454 GS FLX,_,_,_,Unknown,_,_,False,True
